text,label,category,severity,sentiment
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Delivery Issue,Low,Positive
Order 937836 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
I placed an order 16 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Medium,Negative
I ordered tablet but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I ordered headphones but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
"After raising my concern, a representative called me back promptly and resolved everything. Very satisfied.",__label__2,Product Quality,Low,Positive
I have been waiting 8 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,High,Negative
After 14 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Low,Negative
I have contacted your support team 6 times over the past 20 days and have not received a single useful response.,__label__1,Customer Service,Medium,Negative
After 18 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Medium,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Delivery Issue,Low,Positive
My shipment has been stuck at the distribution center for 4 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
My shipment has been stuck at the distribution center for 10 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Medium,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Refund Issue,Low,Positive
"I was skeptical after my order was delayed, but your team tracked it down and delivered it the next day. Well done.",__label__2,Payment Issue,Low,Positive
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
Wrong item was delivered to my address. I ordered shoes but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
The issue with my payment was corrected the same day I reported it. Appreciate the fast action.,__label__2,Product Quality,Low,Positive
I was charged for a subscription I cancelled 6 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
I have emailed your support team 5 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
I returned my order 13 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Low,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Payment Issue,Low,Positive
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,High,Negative
My replacement arrived quickly and the product works perfectly. Happy with how this was handled.,__label__2,Payment Issue,Low,Positive
I have contacted your support team 3 times over the past 9 days and have not received a single useful response.,__label__1,Customer Service,Medium,Negative
